"2","old","3","22","12","0","8","2","133"
"372","old","4","8","22","0","11","4","210"
"373","old","4","8","25","0","11","11","217"
"374","old","4","8","26","0","11","18","224"
"375","old","4","8","30","0","11","25","231"
"376","old","4","8","31","0","12","2","238"
"377","old","4","8","27","0","12","9","245"
"378","old","4","8","28","0","12","16","252"
"379","old","4","8","29","1","1","21","288"
"380","old","4","8","32","1","1","28","295"
"381","old","4","9","12","0","8","20","133"
"382","old","4","9","13","0","8","27","140"
"383","old","4","9","14","0","9","3","147"
"384","old","4","9","15","0","0","0","0"
"385","old","4","9","16","0","0","0","0"
"386","old","4","9","17","0","0","0","0"
"387","old","4","9","18","0","9","24","168"
"388","old","4","9","19","0","10","1","175"
"389","old","4","9","20","0","10","8","182"
"390","old","4","9","21","0","10","15","189"
"391","old","4","9","23","0","10","22","196"
"392","old","4","9","24","0","10","29","203"
"393","old","4","9","22","0","11","5","210"
"394","old","4","9","25","0","11","12","217"
"395","old","4","9","26","0","11","19","224"
"396","old","4","9","30","0","11","26","231"
"397","old","4","9","31","0","12","3","238"
"398","old","4","9","27","0","12","10","245"
"399","old","4","9","28","0","12","17","252"
"400","old","4","9","29","1","1","22","288"
"401","old","4","9","32","1","1","29","295"
"402","old","4","10","12","0","8","21","133"
"403","old","4","10","13","0","8","28","140"
"404","old","4","10","14","0","9","4","147"
"405","old","4","10","15","0","0","0","0"
"406","old","4","10","16","0","0","0","0"
"407","old","4","10","17","0","0","0","0"
"408","old","4","10","18","0","9","25","168"
"409","old","4","10","19","0","10","2","175"
"410","old","4","10","20","0","10","9","182"
"411","old","4","10","21","0","10","16","189"
"412","old","4","10","23","0","10","23","196"
"413","old","4","10","24","0","10","30","203"
"414","old","4","10","22","0","11","6","210"
"415","old","4","10","25","0","11","13","217"
"416","old","4","10","26","0","11","20","224"
"417","old","4","10","30","0","11","27","231"
"418","old","4","10","31","0","0","0","0"
"419","old","4","10","27","0","12","4","238"
"420","old","4","10","28","0","12","11","245"
"421","old","4","10","29","1","1","16","281"
"422","old","4","10","32","1","1","23","288"
"423","old","4","11","12","0","8","22","133"
"424","old","4","11","13","0","8","29","140"
"425","old","4","11","14","0","9","5","147"
"426","old","4","11","15","0","0","0","0"
"427","old","4","11","16","0","0","0","0"
"428","old","4","11","17","0","0","0","0"
"429","old","4","11","18","0","9","26","168"
"430","old","4","11","19","0","10","3","175"
"431","old","4","11","20","0","10","10","182"
"432","old","4","11","21","0","10","17","189"
"433","old","4","11","23","0","10","24","196"
"434","old","4","11","22","0","10","31","203"
"435","old","4","11","24","0","11","7","210"
"436","old","4","11","25","0","11","14","217"
"437","old","4","11","26","0","11","21","224"
"438","old","4","11","30","0","11","28","231"
"439","old","4","11","31","0","0","0","0"
"440","old","4","11","27","0","12","5","238"
"441","old","4","11","28","0","12","12","245"
"442","old","4","11","29","1","1","17","281"
"443","old","4","11","32","1","1","24","288"
"444","old","4","0","0","0","0","0","0"
"445","old","4","0","0","0","0","0","0"
"446","old","4","12","0","0","0","0","0"
"447","old","4","12","12","0","8","23","133"
"448","old","4","12","13","0","8","30","140"
"449","old","4","12","14","0","9","6","147"
"450","old","4","12","15","0","0","0","0"
"451","old","4","12","16","0","0","0","0"
"452","old","4","12","17","0","0","0","0"
"453","old","4","12","18","0","9","27","168"
"454","old","4","12","19","0","10","4","175"
"455","old","4","12","21","0","10","11","182"
"456","old","4","12","20","0","10","18","189"
"457","old","4","12","23","0","10","25","196"
"458","old","4","12","22","0","11","1","203"
"459","old","4","12","24","0","11","8","210"
"460","old","4","12","25","0","11","15","217"
"461","old","4","12","26","0","11","22","224"
"462","old","4","12","30","0","11","29","231"
"463","old","4","12","31","0","0","0","0"
"464","old","4","12","27","0","12","6","238"
"465","old","4","12","28","0","12","13","245"
"466","old","4","12","29","1","1","18","281"
"467","old","4","12","32","1","1","25","288"
"468","old","4","13","12","0","8","24","133"
"469","old","4","13","13","0","8","31","140"
"470","old","4","13","14","0","0","0","0"
"471","old","4","13","15","0","0","0","0"
"472","old","4","13","16","0","0","0","0"
"473","old","4","13","17","0","0","0","0"
"474","old","4","13","18","0","9","28","168"
"475","old","4","13","19","0","10","5","175"
"476","old","4","13","21","0","10","12","182"
"477","old","4","13","20","0","10","19","189"
"478","old","4","13","23","0","10","26","196"
"479","old","4","13","22","0","11","2","203"
"480","old","4","13","24","0","11","9","210"
"481","old","4","13","25","0","11","16","217"
"482","old","4","13","26","0","11","23","224"
"483","old","4","13","30","0","11","30","231"
"484","old","4","13","31","0","0","0","0"
"485","old","4","13","27","0","12","7","238"
"486","old","4","13","28","0","12","14","245"
"487","old","4","13","29","1","1","19","281"
"488","old","4","13","32","1","1","26","288"
"489","old","4","14","12","0","8","25","133"
"490","old","4","14","13","0","9","1","140"
"491","old","4","14","14","0","0","0","0"
"492","old","4","14","15","0","0","0","0"
"493","old","4","14","16","0","0","0","0"
"494","old","4","14","17","0","0","0","0"
"495","old","4","14","18","0","9","22","161"
"496","old","4","14","19","0","9","29","168"
"497","old","4","14","20","0","10","6","175"
"498","old","4","14","21","0","10","13","182"
"499","old","4","14","23","0","10","20","189"
"500","old","4","14","24","0","10","27","196"
"501","old","4","14","22","0","11","3","203"
"502","old","4","14","25","0","11","10","210"
"503","old","4","14","26","0","11","17","217"
"504","old","4","14","30","0","11","24","224"
"505","old","4","14","31","0","12","1","231"
"506","old","4","14","27","0","12","8","238"
"507","old","4","14","28","0","12","15","245"
"508","old","4","14","29","1","1","20","281"
"509","old","4","14","32","1","1","27","288"
"510","old","4","15","12","0","8","26","133"
"511","old","4","15","13","0","9","2","140"
"512","old","4","15","14","0","0","0","0"
"513","old","4","15","15","0","0","0","0"
"514","old","4","15","16","0","0","0","0"
"515","old","4","15","17","0","0","0","0"
"516","old","4","15","18","0","9","23","161"
"517","old","4","15","19","0","9","30","168"
"518","old","4","15","20","0","10","7","175"
"519","old","4","15","21","0","10","14","182"
"520","old","4","15","23","0","10","21","189"
"521","old","4","15","24","0","10","28","196"
"522","old","4","15","22","0","11","4","203"
"523","old","4","15","25","0","11","11","210"
"524","old","4","15","26","0","11","18","217"
"525","old","4","15","30","0","11","25","224"
"526","old","4","15","31","0","12","2","231"
"527","old","4","15","27","0","12","9","238"
"528","old","4","15","28","0","12","16","245"
"529","old","4","15","29","1","1","21","281"
"530","old","4","15","32","1","1","28","288"
"531","old","4","16","12","0","8","27","133"
"532","old","4","16","13","0","9","3","140"
"533","old","4","16","14","0","0","0","0"
"534","old","4","16","15","0","0","0","0"
"535","old","4","16","16","0","0","0","0"
"536","old","4","16","17","0","0","0","0"
"537","old","4","16","18","0","9","24","161"
"538","old","4","16","19","0","10","1","168"
"539","old","4","16","20","0","10","8","175"
"540","old","4","16","21","0","10","15","182"
"541","old","4","16","23","0","10","22","189"
"542","old","4","16","24","0","10","29","196"
"543","old","4","16","22","0","11","5","203"
"544","old","4","16","25","0","11","12","210"
"545","old","4","16","26","0","11","19","217"
"546","old","4","16","30","0","11","26","224"
"547","old","4","16","31","0","12","3","231"
"548","old","4","16","27","0","12","10","238"
"549","old","4","16","28","0","12","17","245"
"550","old","4","16","29","1","1","22","281"
"551","old","4","16","32","1","1","29","288"
"552","old","4","17","12","0","8","28","133"
"553","old","4","17","13","0","9","4","140"
"554","old","4","17","14","0","0","0","0"
"555","old","4","17","15","0","0","0","0"
"556","old","4","17","16","0","0","0","0"
"557","old","4","17","17","0","0","0","0"
"558","old","4","17","18","0","9","25","161"
"559","old","4","17","19","0","10","2","168"
"560","old","4","17","21","0","10","9","175"
"561","old","4","17","20","0","10","16","182"
"562","old","4","17","23","0","10","23","189"
"563","old","4","17","22","0","10","30","196"
"564","old","4","17","24","0","11","6","203"
"565","old","4","17","25","0","11","13","210"
"566","old","4","17","26","0","11","20","217"
"567","old","4","17","30","0","11","27","224"
"568","old","4","17","31","0","0","0","0"
"569","old","4","17","27","0","12","4","231"
"570","old","4","17","28","0","12","11","238"
"571","old","4","17","29","1","1","16","274"
"572","old","4","17","32","1","1","23","281"
"573","old","4","18","12","0","8","29","133"
"574","old","4","18","13","0","9","5","140"
"575","old","4","18","14","0","0","0","0"
"576","old","4","18","15","0","0","0","0"
"577","old","4","18","16","0","0","0","0"
"578","old","4","18","17","0","0","0","0"
"579","old","4","18","18","0","9","26","161"
"580","old","4","18","19","0","10","3","168"
"581","old","4","18","20","0","10","10","175"
"582","old","4","18","21","0","10","17","182"
"583","old","4","18","23","0","10","24","189"
"584","old","4","18","22","0","10","31","196"
"585","old","4","18","24","0","11","7","203"
"586","old","4","18","25","0","11","14","210"
"587","old","4","18","26","0","11","21","217"
"588","old","4","18","30","0","11","28","224"
"589","old","4","18","31","0","0","0","0"
"590","old","4","18","27","0","12","5","231"
"591","old","4","18","28","0","12","12","238"
"592","old","4","18","29","1","1","17","274"
"593","old","4","18","32","1","1","24","281"
"594","old","4","19","12","0","8","30","133"
"595","old","4","19","13","0","9","6","140"
"596","old","4","19","14","0","0","0","0"
"597","old","4","19","15","0","0","0","0"
"598","old","4","19","16","0","0","0","0"
"599","old","4","19","17","0","0","0","0"
"600","old","4","19","18","0","9","27","161"
"601","old","4","19","19","0","10","4","168"
"602","old","4","19","21","0","10","11","175"
"603","old","4","19","20","0","10","18","182"
"604","old","4","19","23","0","10","25","189"
"605","old","4","19","22","0","11","1","196"
"606","old","4","19","24","0","11","8","203"
"607","old","4","19","25","0","11","15","210"
"608","old","4","19","26","0","11","22","217"
"609","old","4","19","30","0","11","29","224"
"610","old","4","19","31","0","0","0","0"
"611","old","4","19","27","0","12","6","231"
"612","old","4","19","28","0","12","13","238"
"613","old","4","19","29","1","1","18","274"
"614","old","4","19","32","1","1","25","281"
"615","old","4","20","12","0","8","31","133"
"616","old","4","20","13","0","0","0","0"
"617","old","4","20","14","0","0","0","0"
"618","old","4","20","15","0","0","0","0"
"619","old","4","20","16","0","0","0","0"
"620","old","4","20","17","0","0","0","0"
"621","old","4","20","18","0","9","28","161"
"622","old","4","20","19","0","10","5","168"
"623","old","4","20","21","0","10","12","175"
"624","old","4","20","20","0","10","19","182"
"625","old","4","20","23","0","10","26","189"
"626","old","4","20","22","0","11","2","196"
"627","old","4","20","24","0","11","9","203"
"628","old","4","20","25","0","11","16","210"
"629","old","4","20","26","0","11","23","217"
"630","old","4","20","30","0","11","30","224"
"631","old","4","20","31","0","0","0","0"
"632","old","4","20","27","0","12","7","231"
"633","old","4","20","28","0","12","14","238"
"634","old","4","20","29","1","1","19","274"
"635","old","4","20","32","1","1","26","281"
"636","old","4","21","12","0","9","1","133"
"637","old","4","21","13","0","0","0","0"
"638","old","4","21","14","0","0","0","0"
"639","old","4","21","15","0","0","0","0"
"640","old","4","21","16","0","0","0","0"
"641","old","4","21","17","0","0","0","0"
"642","old","4","21","18","0","9","22","154"
"643","old","4","21","19","0","9","29","161"
"644","old","4","21","20","0","10","6","168"
"645","old","4","21","21","0","10","13","175"
"646","old","4","21","23","0","10","20","182"
"647","old","4","21","24","0","10","27","189"
"648","old","4","21","22","0","11","3","196"
"649","old","4","21","25","0","11","10","203"
"650","old","4","21","26","0","11","17","210"
"651","old","4","21","30","0","11","24","217"
"652","old","4","21","31","0","12","1","224"
"653","old","4","21","27","0","12","8","231"
"654","old","4","21","28","0","12","15","238"
"655","old","4","21","29","1","1","20","274"
"656","old","4","21","32","1","1","27","281"
"657","old","4","22","12","0","9","2","133"
"658","old","4","22","13","0","0","0","0"
"659","old","4","22","14","0","0","0","0"
"660","old","4","22","15","0","0","0","0"
"661","old","4","22","17","0","0","0","0"
"662","old","4","22","18","0","9","23","154"
"663","old","4","22","19","0","9","30","161"
"664","old","4","22","20","0","10","7","168"
"665","old","4","22","21","0","10","14","175"
"666","old","4","22","23","0","10","21","182"
"667","old","4","22","24","0","10","28","189"
"668","old","4","22","22","0","11","4","196"
"669","old","4","22","25","0","11","11","203"
"670","old","4","22","26","0","11","18","210"
"671","old","4","22","30","0","11","25","217"
"672","old","4","22","16","0","12","2","224"
"673","old","4","22","31","0","0","0","0"
"674","old","4","22","27","0","12","9","231"
"675","old","4","22","28","0","12","16","238"
"676","old","4","22","29","1","1","21","274"
"677","old","4","22","32","1","1","28","281"
"678","old","4","23","12","0","9","3","133"
"679","old","4","23","13","0","0","0","0"
"680","old","4","23","14","0","0","0","0"
"681","old","4","23","15","0","0","0","0"
"682","old","4","23","17","0","0","0","0"
"683","old","4","23","18","0","9","24","154"
"684","old","4","23","19","0","10","1","161"
"685","old","4","23","20","0","10","8","168"
"686","old","4","23","21","0","10","15","175"
"687","old","4","23","23","0","10","22","182"
"688","old","4","23","24","0","10","29","189"
"689","old","4","23","22","0","11","5","196"
"690","old","4","23","25","0","11","12","203"
"691","old","4","23","26","0","11","19","210"
"692","old","4","23","30","0","11","26","217"
"693","old","4","23","16","0","12","3","224"
"694","old","4","23","31","0","0","0","0"
"695","old","4","23","27","0","12","10","231"
"696","old","4","23","28","0","12","17","238"
"697","old","4","23","29","1","1","22","274"
"698","old","4","23","32","1","1","29","281"
"699","old","4","24","12","0","9","4","133"
"700","old","4","24","13","0","0","0","0"
"701","old","4","24","14","0","0","0","0"
"702","old","4","24","15","0","0","0","0"
"703","old","4","24","16","0","0","0","0"
"704","old","4","24","17","0","0","0","0"
"705","old","4","24","18","0","9","25","154"
"706","old","4","24","19","0","10","2","161"
"707","old","4","24","20","0","10","9","168"
"708","old","4","24","21","0","10","16","175"
"709","old","4","24","23","0","10","23","182"
"710","old","4","24","22","0","10","30","189"
"711","old","4","24","24","0","11","6","196"
"712","old","4","24","25","0","11","13","203"
"713","old","4","24","26","0","11","20","210"
"714","old","4","24","30","0","11","27","217"
"715","old","4","24","31","0","0","0","0"
"716","old","4","24","27","0","12","4","224"
"717","old","4","24","28","0","12","11","231"
"718","old","4","24","29","1","1","16","267"
"719","old","4","24","32","1","1","23","274"
"720","old","4","25","12","0","0","0","0"
"721","old","4","25","13","0","0","0","0"
"722","old","4","25","14","0","0","0","0"
"723","old","4","25","15","0","9","5","133"
"724","old","4","25","16","0","0","0","0"
"725","old","4","25","17","0","0","0","0"
"726","old","4","25","18","0","9","26","154"
"727","old","4","25","19","0","10","3","161"
"728","old","4","25","20","0","10","10","168"
"729","old","4","25","21","0","10","17","175"
"730","old","4","25","23","0","10","24","182"
"731","old","4","25","22","0","10","31","189"
"732","old","4","25","24","0","11","7","196"
"733","old","4","25","25","0","11","14","203"
"734","old","4","25","26","0","11","21","210"
"735","old","4","25","30","0","11","28","217"
"736","old","4","25","31","0","0","0","0"
"737","old","4","25","27","0","12","5","224"
"738","old","4","25","28","0","12","12","231"
"739","old","4","25","29","1","1","17","267"
"740","old","4","25","32","1","1","24","274"
